movie_name,year,time,rating,metascore,votes,gross,description,Director,Stars,Image URLs
"2,344. Sex&Drugs&Rock&Roll (2015–2016)","21 min | Comedy, Music",7.1,Rate,"A middle-aged once famous rock singer, who desperately wants his glory days back, finds out he has a talented daughter, who wants to reunite and front his old band - and date his guitar player. They're dysfunctional, but they don't care.","Stars: Denis Leary, John Corbett, Elizabeth Gillies, Elaine Hendrix","Votes: 3,580",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,345. Husbands and Wives (1992)","15 | 108 min | Comedy, Drama, Romance",7.5,Rate,84 Metascore,"When their best friends announce that they're separating, a professor and his wife discover the faults in their own marriage.","Director: Woody Allen | Stars: Woody Allen, Mia Farrow, Sydney Pollack, Judy Davis","Votes: 30,652 | Gross: $10.56M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,346. In the Time of the Butterflies (2001 TV Movie)","PG-13 | 95 min | Crime, Drama, Romance",6.6,Rate,"In the Time of the Butterflies is inspired by the true story of the three Mirabal sisters who, in 1960, were murdered for their part in an underground plot to overthrow the government.","Director: Mariano Barroso | Stars: Salma Hayek, Lumi Cavazos, Edward James Olmos, Mía Maestro","Votes: 2,447",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,347. Redlight (2009)",72 min | Documentary,7.5,Rate,"A powerful feature documentary about child sexploitation, an epidemic happening in every country around the world. Filmed over a four year period, REDLIGHT focuses on the personal stories ... See full summary »","Directors: Adi Ezroni, Guy Jacobson, Charles Kiselyak | Stars: Somaly Mam, Reena, Sokha, Srey Peuv",Votes: 75,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,348. I Do (2014)","21 min | Short, Comedy, Romance",6.9,Rate,"Junior prepares a big surprise to ask his boyfriend to marry him, but not everything goes as planned.","Director: Felipe Cabral | Stars: Felipe Cabral, Hugo Carvalho, Karin Dreyer, Samantha Gahyva",Votes: 72,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,349. L'amour à la plage (2015)","30 min | Short, Drama, Fantasy",Rate,A beach in the south of France. Summer. Heat. Waves. Young sexy men. Desires mix up.,"Director: Mickael Abbate | Stars: Valentino Cassitta, Florian Giralt, Mélissa Cortassa, Xavier Feret",,,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,350. The Kiss (II) (2013)","22 min | Short, Drama, Romance",7.3,Rate,"After an alcohol-induced night out, Emilia, 20, wakes up in an unknown apartment next to another woman, Matylda, 32, who claims they slept with each other last night.","Director: Filip Gieldon | Stars: Matylda Paszczenko, Agnieszka Zulewska",Votes: 23,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,351. A Nightmare on Elm Street Part 2: Freddy's Revenge (1985)",18 | 87 min | Horror,5.4,Rate,43 Metascore,"A teenage boy is haunted in his dreams by deceased child murderer Freddy Krueger, who is out to possess him in order to continue his reign of terror in the real world.","Director: Jack Sholder | Stars: Robert Englund, Mark Patton, Kim Myers, Robert Rusler","Votes: 75,920 | Gross: $30.00M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,352. I'll See You in My Dreams (2015)","12 | 92 min | Comedy, Drama, Romance",6.7,Rate,75 Metascore,A widow and former songstress discovers that life can begin anew at any age.,"Director: Brett Haley | Stars: Blythe Danner, Martin Starr, Sam Elliott, Malin Akerman","Votes: 7,841 | Gross: $7.43M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,353. Fear the Walking Dead (2015–2023)","15 | 44 min | Drama, Horror, Sci-Fi",6.8,Rate,"A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.","Stars: Kim Dickens, Frank Dillane, Cliff Curtis, Rubén Blades","Votes: 139,727",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,354. Social Butterfly (2013)","14 min | Short, Drama, Mystery",6.1,Rate,A 30-year-old American woman enters a teenage party in the South of France. Some of the guests wonder who she is and what she is doing there.,"Director: Lauren Wolkstein | Stars: Anna Margaret Hollyman, Camille Claris, Ulysse Grosjean, Anthony Devaux",Votes: 142,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,355. Simona Contro (2010)","Short, Drama",Rate,Add a Plot,Director: Paola Rotasso,,,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,356. Public Morals (2015)","60 min | Crime, Drama",6.9,Rate,"Set in the early 1960's in New York City's Public Morals Division, where cops walk the line between morality and criminality as the temptations that come from dealing with all kinds of vice can get the better of them.","Stars: Edward Burns, Michael Rapaport, Elizabeth Masucci, Austin Stowell","Votes: 2,733",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,357. Happily Ever After? (2015)","44 min | Crime, Drama, Romance",8.1,Rate,"How far would you go to have your desires fulfilled? Directed by Fernando Meirelles, Happily Ever After? tells the story of a couple in crisis. When the mysterious call girl Danny Bond ... See full summary »","Stars: Enrique Diaz, Maria Fernanda Cândido, Adriana Esteves, João Miguel",Votes: 361,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,358. Narcos (I) (2015–2017)","15 | 49 min | Biography, Crime, Drama",8.8,Rate,"A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years.","Stars: Pedro Pascal, Wagner Moura, Boyd Holbrook, Alberto Ammann","Votes: 456,283",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,359. Jane the Virgin (2014–2019)",15 | 60 min | Comedy,7.9,Rate,"A young, devout Catholic woman discovers that she was accidentally artificially inseminated.","Stars: Gina Rodriguez, Andrea Navedo, Yael Grobglas, Justin Baldoni","Votes: 56,972",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,360. Straight Outta Compton (2015)","15 | 147 min | Biography, Drama, History",7.8,Rate,72 Metascore,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","Director: F. Gary Gray | Stars: O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr.","Votes: 213,821 | Gross: $161.20M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,361. Z for Zachariah (2015)","12 | 98 min | Drama, Romance, Sci-Fi",6,Rate,68 Metascore,"In the wake of a disaster that wipes out most of civilization, two men and a young woman find themselves in an emotionally charged love triangle as the last known survivors.","Director: Craig Zobel | Stars: Chiwetel Ejiofor, Chris Pine, Margot Robbie","Votes: 32,242 | Gross: $0.12M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,362. Bad Bromance (I) (2015)","15 | 101 min | Comedy, Drama",5.1,Rate,The head of a high school reunion committee tries to get the most popular guy in school to attend their class' upcoming 20-year reunion.,"Directors: Andrew Mogel, Jarrad Paul | Stars: Jack Black, James Marsden, Kathryn Hahn, Jeffrey Tambor","Votes: 11,360 | Gross: $0.66M",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,363. The Decent One (2014)","15 | 94 min | Documentary, Drama, History",6.7,Rate,55 Metascore,"A documentary that uses a cache of letters, diaries and documents to reveal the life of SS-leader Heinrich Himmler.","Director: Vanessa Lapa | Stars: Tobias Moretti, Sophie Rois, Antonia Moretti, Lotte Ledl",Votes: 712,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,364. Alaska Is a Drag (2012)","14 min | Short, Comedy, Drama",6.3,Rate,Leo's dreams of being an international superstar are hard fought working in a fish cannery in Alaska.,"Director: Shaz Bennett | Stars: Martin L. Washington Jr., Spencer Broschard, Barret Lewis, Bernard Addison",Votes: 213,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,365. Burger (2013)","12 min | Short, Drama",5.5,Rate,It's late night in a burger bar.,"Director: Magnus Mork | Stars: Zaman Ahmadi, Akram Akbari, Matthew Ashford, Emily Barber",Votes: 150,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,366. For Dorian (2012)","16 min | Short, Drama, Family",6.4,Rate,"A father fears the sexual awakening of his disabled son, a teenager living with Down syndrome, and struggles with the notion of letting him grow up.","Director: Rodrigo Barriuso | Stars: Jerald Bezener, Dylan Harman, Ron Lea, Victor Pereira",Votes: 89,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,367. Little Man (2012)","23 min | Short, Drama",5.4,Rate,"Based on the short story ""Your Man"" by Etgar Keret, Little Man is a psychological thriller about one's inner demons. Elliot (Daniel Boys) is about 30 but is unable to form a long lasting ... See full summary »","Director: Eldar Rapaport | Stars: Daniel Boys, Darren Evans, David Hempstead, Jamie Thompson",Votes: 66,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,368. Spooners (2013)","14 min | Short, Comedy, Romance",6.7,Rate,"After convincing his husband to retire their old lumpy futon, Nelson is forced to come out in a spectacular way while shopping for a new bed at Drowzy's Mattress World.","Director: Bryan Horch | Stars: Walter Replogle, Ben Lerman, Richard Ballon, Nathan Tetreault",Votes: 286,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,369. The Last Time I Saw Richard (2013)","23 min | Short, Drama, Fantasy",7,Rate,"In 1995, Jonah is proud to be the loner at the teen mental health clinic. But when a new patient, Richard, is admitted and the boys are forced to share a room, Jonah finds himself forming a... See full summary »","Director: Nicholas Verso | Stars: Toby Wallace, Cody Fern, Brian Lipson, Melissa Godbold",Votes: 895,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,370. We Are Animals (2013)","13 min | Short, Sci-Fi",6.3,Rate,"In this alternate history fable set in the 1980s AIDS Crisis, a closeted young man is thrust into the midst of an anti-government coup and finds that the animal within is stronger than the monsters that oppress.","Director: Dominic Haxton | Stars: Daniel Landroche, Clint Napier, Drew Droege, George Alvarez",Votes: 326,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,371. A Stable for Disabled Horses (2012)","13 min | Short, Comedy, Drama",5.2,Rate,"Two friends find themselves lost in life, lost in love and lost in translation.","Director: Fabio Youniss | Stars: Daniel Simonsen, Daniel Swan",Votes: 91,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,372. Self/less (2015)","12A | 117 min | Action, Mystery, Sci-Fi",6.5,Rate,34 Metascore,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.","Director: Tarsem Singh | Stars: Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley","Votes: 102,863 | Gross: $12.28M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,373. Headlong (2012)","17 min | Short, Drama",6.4,Rate,"On the occasion of a dance competition a young ballet dancer is in a foreign place. Alone in his hotel room loneliness overpowers him, until he meets a stranger on the run.","Director: Lukas Dhont | Stars: Jelle Florizoone, Thomas Coumans",Votes: 266,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,374. Auntie Mame (1958)","A | 143 min | Comedy, Drama, Romance",7.9,Rate,An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.,"Director: Morton DaCosta | Stars: Rosalind Russell, Forrest Tucker, Coral Browne, Fred Clark","Votes: 12,228 | Gross: $23.30M",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,375. Avengers: Age of Ultron (2015)","12A | 141 min | Action, Adventure, Sci-Fi",7.3,Rate,66 Metascore,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.","Director: Joss Whedon | Stars: Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth","Votes: 904,606 | Gross: $459.01M",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,376. Mildred Pierce (1945)","A | 111 min | Crime, Drama, Film-Noir",7.9,Rate,88 Metascore,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,"Director: Michael Curtiz | Stars: Joan Crawford, Jack Carson, Zachary Scott, Eve Arden","Votes: 27,980",,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,377. Together (IV) (2013)","22 min | Short, Horror",6.1,Rate,"One month after moving in together David and Mark come home to find a key in the lock of their front door. They check the house and it all seems clear, until they slowly start to realize that they are not alone.","Director: James Edward Cook | Stars: Lucas Hansen, Ben Owora, Stuart Evans",Votes: 38,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,378. Blinders (2011)","10 min | Short, Drama",4.2,Rate,A young couple (Nathaniel Brown and Byrdie Bell) goes to a bar one night and meets a young creature of a boy (Luke Worrall). This boy possesses an otherworldly physical beauty that could ... See full summary »,"Director: Jacob Brown | Stars: Nathaniel Brown, Byrdie Bell, Luke Worrall",Votes: 109,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,379. Yeah, Kowalski! (2012)","10 min | Short, Comedy, Romance",6.6,Rate,"13-year-old Gabe Kowalski is a late bloomer who goes to great lengths to impress his classmate crush, Shane.","Director: Evan Roberts | Stars: Cameron Wofford, Conor Donnelly, Kaitlyn Knippers, Annamarie Kasper",Votes: 242,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,380. Teens Like Phil (2012)","20 min | Short, Drama",6.9,Rate,"Inspired by the alarming increase in real-life tragedies involving high school bullying and suicide, Teens Like Phil tells the story of a gay teen, Phil, and his former friend, Adam, who brutally bullies him.","Directors: Dominic Haxton, David Rosler | Stars: Adam Donovan, Jake Robbins, Virginia Bartholomew, Ken Burmeister",Votes: 772,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,381. Boys Village (2011)","22 min | Short, Drama, Fantasy",5.8,Rate,"The Boys' Village was once a holiday home for coalminers' sons, boasting a pool, sports yards and even a chapel of its own. Not much remains of its former glory, though. Shattered glass and... See full summary »","Director: Till Kleinert | Stars: Benjamin Thorne, Andrew McQueen, Hannah-Rose Jones, Jack Jones",Votes: 143,,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"2,382. The Women (1939)","A | 133 min | Comedy, Drama",7.7,Rate,A study of the lives and romantic entanglements of various interconnected women.,"Director: George Cukor | Stars: Norma Shearer, Joan Crawford, Rosalind Russell, Mary Boland","Votes: 14,614 | Gross: $2.27M",,,,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
